transaction_id,transaction_date,year,quarter,month,region,department,product_category,revenue,expense,units_sold,customers
332,2025-08-08,2025,Q3,8,West,Finance,Services,100734.35,53119.32,336,157
333,2024-05-08,2024,Q2,5,North,Marketing,Services,174534.22,153560.53,173,30
334,2024-05-08,2024,Q2,5,North,Operations,Subscription,94186.9,76372.91,187,50
335,2025-12-05,2025,Q4,12,East,IT,Software,162173.31,97502.38,591,149
336,2024-08-17,2024,Q3,8,East,Operations,Subscription,32402.93,15363.92,234,10
337,2025-01-02,2025,Q1,1,East,IT,Hardware,182256.86,108721.03,191,87
338,2024-03-04,2024,Q1,3,South,Sales,Services,212308.96,129645.2,415,155
339,2025-05-11,2025,Q2,5,East,Operations,Hardware,167808.64,107037.31,508,171
340,2024-12-06,2024,Q4,12,East,Operations,Hardware,98784.9,75631.48,311,37
341,2024-12-19,2024,Q4,12,West,IT,Software,60505.94,35506.9,236,168
342,2024-08-03,2024,Q3,8,South,Finance,Software,71409.21,62299.06,181,167
343,2025-08-24,2025,Q3,8,North,Finance,Hardware,73660.47,35294.54,272,32
344,2024-01-12,2024,Q1,1,West,Marketing,Subscription,213974.86,177675.6,514,101
345,2025-02-01,2025,Q1,2,West,IT,Hardware,56718.02,27320.79,44,80
346,2025-05-03,2025,Q2,5,North,Sales,Services,58170.51,35568.18,86,145
347,2025-10-02,2025,Q4,10,West,Sales,Subscription,208776.24,108761.73,454,45
348,2024-06-22,2024,Q2,6,South,Operations,Subscription,160953.36,122401.23,563,72
349,2025-05-02,2025,Q2,5,South,Sales,Software,101615.93,69744.59,512,44
350,2025-01-04,2025,Q1,1,West,Sales,Services,185659.97,133450.36,501,56
351,2024-04-16,2024,Q2,4,South,Finance,Software,117346.28,58634.28,417,125
352,2025-02-09,2025,Q1,2,West,Operations,Services,197671.08,120350.6,466,16
353,2025-08-22,2025,Q3,8,East,Operations,Services,135028.08,69537.6,109,26
354,2025-09-18,2025,Q3,9,West,IT,Hardware,132952.37,107896.54,545,112
355,2025-10-19,2025,Q4,10,South,Marketing,Services,40396.23,33859.89,45,133
356,2024-02-14,2024,Q1,2,West,Operations,Hardware,214572.15,171150.92,139,15
357,2024-11-13,2024,Q4,11,West,Operations,Hardware,187651.08,105251.83,78,27
358,2025-09-04,2025,Q3,9,East,Finance,Subscription,203846.57,92814.69,545,112
359,2025-03-28,2025,Q1,3,South,IT,Software,205360.99,142100.36,113,78
360,2025-07-13,2025,Q3,7,East,Marketing,Subscription,136544.53,89219.57,186,75
361,2024-10-24,2024,Q4,10,West,Sales,Subscription,198466.97,117600.11,253,17
362,2025-05-28,2025,Q2,5,East,Sales,Services,184390.26,107004.18,297,130
363,2024-04-21,2024,Q2,4,South,Finance,Subscription,175936.03,103445.7,436,159
364,2024-04-17,2024,Q2,4,West,Operations,Subscription,169484.24,131618.43,392,19
365,2024-02-06,2024,Q1,2,East,IT,Subscription,51451.72,41987.54,592,12
366,2024-04-12,2024,Q2,4,North,Operations,Software,114007.49,96308.21,213,75
367,2025-09-28,2025,Q3,9,West,Sales,Software,72177.93,47650.3,466,50
368,2025-10-01,2025,Q4,10,East,Finance,Hardware,188342.49,105702.28,102,77
369,2025-01-21,2025,Q1,1,South,IT,Hardware,192136.68,139947.24,221,73
370,2025-09-09,2025,Q3,9,North,Sales,Subscription,202745.51,147673.7,18,62
371,2025-12-10,2025,Q4,12,East,Marketing,Subscription,191059.3,123685.9,233,124
372,2025-10-22,2025,Q4,10,North,Sales,Services,134484.14,94854.65,299,81
373,2024-08-23,2024,Q3,8,North,Finance,Services,149915.98,122997.27,277,172
374,2025-04-11,2025,Q2,4,South,IT,Hardware,200438.97,159616.53,423,174
375,2024-12-19,2024,Q4,12,North,Marketing,Services,75588.12,47619.25,407,14
376,2024-06-28,2024,Q2,6,South,IT,Subscription,201772.67,149090.52,529,81
377,2024-11-22,2024,Q4,11,South,Finance,Software,116802.27,89773.66,582,51
378,2025-11-12,2025,Q4,11,North,Operations,Services,68548.95,56533.41,440,89
379,2025-10-07,2025,Q4,10,East,Marketing,Software,116754.63,96036.42,82,125
380,2024-11-07,2024,Q4,11,West,IT,Services,105555.91,87027.17,164,40
381,2025-07-11,2025,Q3,7,West,Operations,Services,193166.82,101905.81,92,129
382,2024-06-25,2024,Q2,6,North,Sales,Subscription,78337.93,60893.1,182,152
383,2024-08-01,2024,Q3,8,North,Operations,Subscription,148530.07,92602.44,498,103
384,2024-09-01,2024,Q3,9,South,Finance,Software,198941.25,154267.9,553,53
385,2024-11-10,2024,Q4,11,South,Operations,Services,85857.99,42427.97,525,155
386,2024-02-14,2024,Q1,2,North,Finance,Services,113905.63,76740.96,546,91
387,2024-06-08,2024,Q2,6,West,Finance,Hardware,57152.28,48005.89,423,9
388,2024-12-26,2024,Q4,12,South,Operations,Software,139990.1,73167.71,385,171
389,2024-07-27,2024,Q3,7,East,IT,Software,140815.19,66270.86,120,172
390,2024-01-07,2024,Q1,1,North,Marketing,Subscription,99149.48,67950.25,495,44
391,2024-05-17,2024,Q2,5,West,Sales,Services,146445.57,110026.36,438,31
392,2024-05-07,2024,Q2,5,North,Sales,Subscription,63736.1,34155.68,279,138
393,2025-12-11,2025,Q4,12,West,Finance,Hardware,32684.11,21683.7,222,128
394,2024-01-25,2024,Q1,1,North,Sales,Software,187870.27,138588.03,162,28
395,2024-12-02,2024,Q4,12,North,Finance,Hardware,114066.49,99264.66,280,123
396,2024-03-28,2024,Q1,3,North,Finance,Services,181311.24,105969.9,128,29
397,2024-01-12,2024,Q1,1,South,Operations,Services,94717.84,60450.56,284,28
398,2025-03-26,2025,Q1,3,North,Marketing,Subscription,212650.44,120549.03,404,127
399,2025-11-14,2025,Q4,11,South,Sales,Hardware,160753.13,76392.77,173,31
400,2025-10-16,2025,Q4,10,West,Operations,Subscription,176937.04,126135.61,143,128
401,2024-07-24,2024,Q3,7,West,Sales,Software,76014.51,44477.79,547,152
402,2024-11-22,2024,Q4,11,East,IT,Software,109405.34,83417.23,503,93
403,2025-03-03,2025,Q1,3,North,Sales,Hardware,123585.68,80552.43,517,47
404,2025-06-27,2025,Q2,6,South,Finance,Services,34818.39,19002.62,397,108
405,2024-02-16,2024,Q1,2,West,Marketing,Subscription,42163.87,28010.98,333,35
406,2024-02-20,2024,Q1,2,West,Marketing,Software,133640.55,60148.0,103,159
407,2025-09-11,2025,Q3,9,South,Marketing,Services,95851.78,45370.32,238,121
408,2025-12-12,2025,Q4,12,East,Marketing,Software,44000.22,32266.74,12,92
409,2025-09-09,2025,Q3,9,East,Sales,Software,199891.04,132276.2,429,32
410,2024-04-25,2024,Q2,4,North,Marketing,Hardware,114123.97,89702.67,356,32
411,2025-01-01,2025,Q1,1,North,Marketing,Subscription,153399.06,132101.42,147,132
412,2024-09-06,2024,Q3,9,West,IT,Subscription,205252.32,161300.62,191,153
413,2024-02-13,2024,Q1,2,West,IT,Services,123301.47,75880.33,264,75
414,2025-05-27,2025,Q2,5,West,Operations,Hardware,105485.37,79220.16,534,81
415,2025-12-05,2025,Q4,12,South,Operations,Hardware,146712.68,84352.34,363,177
416,2024-09-24,2024,Q3,9,East,Sales,Services,134644.64,94332.94,437,177
417,2025-07-09,2025,Q3,7,North,IT,Software,29928.07,15337.85,67,56
418,2024-05-12,2024,Q2,5,East,Operations,Software,159666.0,92112.98,564,13
419,2025-02-02,2025,Q1,2,South,IT,Subscription,71331.12,56155.57,304,175
420,2025-07-21,2025,Q3,7,West,Finance,Software,27528.22,15362.86,463,62
421,2025-10-06,2025,Q4,10,South,Operations,Services,112518.91,98216.06,86,52
422,2024-07-11,2024,Q3,7,North,Marketing,Services,133536.73,67560.05,271,6
423,2025-12-26,2025,Q4,12,South,Sales,Hardware,206082.51,145629.97,318,130
424,2025-02-14,2025,Q1,2,East,IT,Hardware,211612.6,142597.42,527,45
425,2025-02-25,2025,Q1,2,East,Operations,Hardware,154350.22,91430.68,310,60
426,2025-09-22,2025,Q3,9,North,Sales,Services,111905.11,93880.94,259,15
427,2025-07-17,2025,Q3,7,North,Marketing,Services,130346.28,74508.08,539,100
428,2025-08-25,2025,Q3,8,North,Finance,Hardware,87460.99,42454.31,108,47
429,2024-11-18,2024,Q4,11,North,Operations,Hardware,193665.42,122475.96,116,57
430,2025-11-02,2025,Q4,11,North,Operations,Software,114548.92,67886.0,99,23
431,2024-05-13,2024,Q2,5,North,IT,Hardware,202642.38,126708.65,471,166
432,2025-06-02,2025,Q2,6,North,Marketing,Software,129292.7,93842.16,74,154
433,2024-06-13,2024,Q2,6,North,Finance,Services,143280.34,81820.6,458,102
434,2024-08-21,2024,Q3,8,South,IT,Hardware,51594.38,31891.87,568,80
435,2024-05-18,2024,Q2,5,East,Sales,Hardware,49030.86,22169.93,413,142
436,2024-05-06,2024,Q2,5,South,Finance,Hardware,105467.63,76754.13,534,41
437,2024-04-15,2024,Q2,4,East,Operations,Software,60364.81,47920.84,65,145
438,2024-05-05,2024,Q2,5,North,Finance,Software,63496.43,44425.67,348,96
439,2024-02-20,2024,Q1,2,East,IT,Software,200523.13,117636.48,471,89
440,2025-12-11,2025,Q4,12,South,IT,Services,182501.45,157357.01,182,6
441,2024-04-15,2024,Q2,4,West,Finance,Services,51189.64,39169.2,501,123
442,2025-05-18,2025,Q2,5,West,IT,Software,59275.18,42135.76,297,40
443,2024-05-07,2024,Q2,5,North,Sales,Software,190669.52,137587.01,424,156
444,2024-09-25,2024,Q3,9,East,IT,Subscription,152512.09,78377.82,411,62
445,2025-03-22,2025,Q1,3,West,IT,Software,102373.11,68173.52,254,162
446,2024-09-12,2024,Q3,9,South,Marketing,Hardware,59933.31,51419.55,159,128
447,2024-04-26,2024,Q2,4,West,Operations,Software,76549.64,42150.38,221,137
448,2025-07-21,2025,Q3,7,West,Marketing,Software,32781.42,23893.25,115,138
449,2025-12-09,2025,Q4,12,East,IT,Hardware,98448.62,60325.67,89,137
450,2025-04-05,2025,Q2,4,West,Finance,Services,119938.0,78836.13,16,133
451,2025-03-23,2025,Q1,3,South,Sales,Services,66245.84,35134.77,380,159
452,2024-11-07,2024,Q4,11,South,Marketing,Services,165449.85,108709.18,500,127
453,2024-11-21,2024,Q4,11,West,Sales,Hardware,33413.14,23275.57,174,39
454,2024-10-19,2024,Q4,10,South,Sales,Hardware,75360.63,39746.41,425,158
455,2024-12-08,2024,Q4,12,East,Sales,Hardware,112594.66,98733.54,503,48
456,2025-10-11,2025,Q4,10,South,IT,Hardware,146526.29,98120.76,181,180
457,2025-10-28,2025,Q4,10,North,Operations,Subscription,100165.07,49750.5,217,138
458,2025-03-25,2025,Q1,3,North,Operations,Subscription,200813.6,142159.95,554,133
459,2024-02-14,2024,Q1,2,West,Operations,Software,199908.95,156567.55,451,138
460,2025-01-14,2025,Q1,1,West,Operations,Subscription,178963.34,109871.27,599,30
461,2024-05-07,2024,Q2,5,West,Operations,Software,80237.0,66356.76,428,70
462,2024-12-14,2024,Q4,12,North,IT,Software,126353.56,77235.24,220,85
463,2025-02-20,2025,Q1,2,South,Marketing,Services,75954.06,51688.64,588,98
464,2025-11-18,2025,Q4,11,West,Operations,Subscription,132660.46,91502.81,193,99
465,2025-05-04,2025,Q2,5,East,IT,Services,175967.92,109310.53,151,173
466,2024-08-23,2024,Q3,8,South,Sales,Hardware,124126.99,97813.92,573,162
467,2024-03-03,2024,Q1,3,West,Sales,Software,185534.82,121120.38,455,27
468,2025-04-21,2025,Q2,4,East,Sales,Software,166276.47,141367.35,420,162
469,2025-12-07,2025,Q4,12,North,Operations,Subscription,110599.55,59362.55,540,78
470,2024-10-03,2024,Q4,10,South,IT,Hardware,156434.75,94594.25,10,45
471,2025-07-18,2025,Q3,7,East,Marketing,Subscription,139285.63,93687.6,80,28
472,2025-12-19,2025,Q4,12,East,Finance,Services,69127.63,59734.19,475,108
473,2024-05-26,2024,Q2,5,South,Marketing,Software,133932.99,89247.95,358,34
474,2025-09-22,2025,Q3,9,East,Marketing,Subscription,134817.88,105304.34,357,122
475,2025-10-23,2025,Q4,10,North,Marketing,Software,75274.85,46260.12,235,178
476,2024-06-13,2024,Q2,6,West,Finance,Software,161659.62,91053.22,304,28
477,2025-02-24,2025,Q1,2,South,Marketing,Services,93939.9,78398.11,285,51
478,2024-08-27,2024,Q3,8,South,Operations,Hardware,195184.79,105187.97,217,68
479,2025-03-02,2025,Q1,3,North,Sales,Software,156783.36,115278.47,16,143
480,2025-06-13,2025,Q2,6,East,Marketing,Services,120707.04,105412.22,533,76
481,2024-10-13,2024,Q4,10,South,Sales,Subscription,118272.41,80724.49,524,93
482,2024-08-19,2024,Q3,8,North,IT,Subscription,86552.0,39261.72,225,102
483,2024-06-20,2024,Q2,6,East,IT,Services,61494.73,34623.08,285,125
484,2025-06-28,2025,Q2,6,South,Marketing,Subscription,66053.83,49626.67,391,98
485,2025-05-26,2025,Q2,5,West,Operations,Hardware,215958.13,160885.59,112,74
486,2024-09-26,2024,Q3,9,West,Marketing,Hardware,53439.53,46088.05,163,126
487,2024-03-24,2024,Q1,3,West,Marketing,Hardware,219134.55,178646.74,539,141
488,2025-08-27,2025,Q3,8,East,Finance,Software,102688.37,76701.39,71,60
489,2025-08-12,2025,Q3,8,North,Marketing,Services,75654.98,45766.11,580,70
490,2024-07-25,2024,Q3,7,North,Finance,Hardware,137486.48,100288.43,561,49
491,2025-06-20,2025,Q2,6,East,IT,Subscription,176075.15,113071.93,90,102
492,2025-08-03,2025,Q3,8,South,Operations,Services,107254.22,76503.72,424,23
493,2024-06-15,2024,Q2,6,South,Finance,Services,152337.55,115088.95,414,74
494,2025-12-09,2025,Q4,12,West,Marketing,Hardware,60857.81,27990.54,250,174
495,2024-04-02,2024,Q2,4,South,Marketing,Software,43632.98,37211.13,494,145
496,2024-07-08,2024,Q3,7,North,Sales,Services,145529.92,70764.48,409,84
497,2024-12-22,2024,Q4,12,East,Marketing,Hardware,50599.04,41013.69,39,13
498,2025-06-19,2025,Q2,6,West,Marketing,Services,131966.33,67052.01,562,50
499,2025-11-15,2025,Q4,11,West,IT,Services,202240.01,132893.98,242,27
500,2025-06-10,2025,Q2,6,West,Finance,Hardware,84196.72,37891.87,149,93
501,2025-09-08,2025,Q3,9,North,Marketing,Subscription,83424.05,65014.34,309,157
502,2024-09-23,2024,Q3,9,East,Operations,Subscription,197021.6,125691.06,265,46
503,2025-07-21,2025,Q3,7,South,Finance,Software,107336.68,59358.43,288,77
504,2025-07-15,2025,Q3,7,South,Sales,Hardware,51641.69,25689.33,476,163
505,2025-12-06,2025,Q4,12,West,Operations,Services,28782.1,13566.21,557,10
506,2024-05-16,2024,Q2,5,East,Operations,Subscription,166785.88,91750.33,164,8
507,2024-06-03,2024,Q2,6,West,Finance,Subscription,219602.87,142606.66,42,89
508,2024-01-27,2024,Q1,1,East,Marketing,Software,130922.43,69138.77,266,102
509,2024-02-24,2024,Q1,2,South,Marketing,Subscription,73196.63,64241.04,213,122
510,2024-09-21,2024,Q3,9,South,Marketing,Subscription,157881.25,92235.34,340,45
511,2024-12-07,2024,Q4,12,North,Finance,Subscription,149511.4,80056.05,63,175
512,2024-04-26,2024,Q2,4,West,Finance,Software,57635.27,32778.5,132,106
513,2024-01-06,2024,Q1,1,North,IT,Subscription,159239.28,82270.42,101,68
514,2025-02-05,2025,Q1,2,East,Sales,Software,94325.95,48689.63,559,32
515,2025-04-23,2025,Q2,4,East,IT,Services,182077.45,116283.6,207,10
516,2025-06-23,2025,Q2,6,South,Finance,Software,119633.92,76341.4,311,143
517,2025-04-03,2025,Q2,4,South,IT,Services,88117.77,57400.77,577,46
518,2024-08-24,2024,Q3,8,East,Finance,Services,113545.4,88979.25,528,102
519,2024-01-07,2024,Q1,1,East,IT,Hardware,87535.35,41775.1,561,104
520,2025-09-17,2025,Q3,9,South,IT,Services,87907.01,63784.33,123,29
521,2024-01-19,2024,Q1,1,South,Operations,Software,64405.41,42424.44,111,13
522,2025-11-07,2025,Q4,11,West,IT,Services,34571.7,18838.49,82,8
523,2025-02-26,2025,Q1,2,West,Sales,Services,133813.88,114202.77,435,99
524,2024-10-17,2024,Q4,10,East,IT,Software,168188.57,136033.66,89,60
525,2024-02-21,2024,Q1,2,South,IT,Subscription,61944.78,41890.94,264,150
526,2024-09-06,2024,Q3,9,West,Sales,Services,156526.05,117722.72,447,31
527,2024-09-11,2024,Q3,9,West,IT,Services,153218.72,104123.95,463,95
528,2025-06-25,2025,Q2,6,West,Marketing,Services,143640.61,99421.17,229,101
529,2025-06-01,2025,Q2,6,West,Marketing,Subscription,25038.15,11640.36,301,157
530,2024-05-17,2024,Q2,5,North,Finance,Hardware,66890.45,39158.27,292,146
531,2024-02-09,2024,Q1,2,North,Marketing,Services,55440.89,31265.61,265,64
532,2025-02-16,2025,Q1,2,West,IT,Hardware,168181.86,128009.88,504,49
533,2024-10-27,2024,Q4,10,East,Sales,Subscription,40303.09,19105.55,352,94
534,2025-07-17,2025,Q3,7,North,Operations,Software,148607.99,107271.68,65,83
535,2024-06-25,2024,Q2,6,South,Finance,Hardware,54873.51,40587.91,412,119
536,2024-04-24,2024,Q2,4,West,Finance,Subscription,53862.42,32024.03,497,151
537,2024-09-16,2024,Q3,9,West,Finance,Software,102712.77,65410.69,143,39
538,2024-08-08,2024,Q3,8,West,IT,Hardware,134427.68,118127.5,546,68
539,2024-05-07,2024,Q2,5,West,Finance,Software,46943.32,29472.91,384,94
540,2025-06-05,2025,Q2,6,North,Finance,Hardware,217592.12,155572.93,462,164
541,2025-01-24,2025,Q1,1,South,Operations,Services,55418.29,42297.97,97,33
542,2024-04-16,2024,Q2,4,South,Finance,Software,91937.92,73167.94,322,120
543,2024-06-16,2024,Q2,6,South,IT,Hardware,64741.26,43700.63,274,145
544,2024-12-09,2024,Q4,12,North,Marketing,Software,74813.99,35600.04,215,163
545,2024-08-01,2024,Q3,8,North,Sales,Subscription,153772.7,113035.56,378,32
546,2025-11-28,2025,Q4,11,West,Operations,Subscription,124165.36,93765.48,333,129
547,2024-03-17,2024,Q1,3,South,IT,Subscription,134334.07,101605.15,50,68
548,2025-06-10,2025,Q2,6,West,Marketing,Hardware,28582.58,21272.7,373,165
549,2024-09-09,2024,Q3,9,East,Sales,Services,196342.07,163527.99,40,147
550,2024-03-08,2024,Q1,3,East,Marketing,Hardware,42120.03,25876.4,242,111
551,2024-07-18,2024,Q3,7,East,IT,Services,112587.99,57044.06,151,153
552,2024-03-19,2024,Q1,3,East,IT,Hardware,108862.54,91539.34,158,172
553,2024-06-25,2024,Q2,6,North,IT,Software,60906.37,49394.74,159,12
554,2025-07-25,2025,Q3,7,West,Finance,Subscription,170393.9,136882.59,290,43
555,2024-02-19,2024,Q1,2,South,Operations,Software,173677.26,123858.3,283,160
556,2024-10-17,2024,Q4,10,South,Operations,Software,95055.96,70902.31,498,39
557,2025-12-02,2025,Q4,12,East,Operations,Subscription,120831.89,61519.2,207,62
558,2025-01-06,2025,Q1,1,East,Marketing,Hardware,169761.5,148531.92,219,21
559,2025-10-24,2025,Q4,10,West,Finance,Subscription,198079.45,125552.45,52,160
560,2025-12-17,2025,Q4,12,East,Marketing,Software,126526.57,81507.42,53,67
561,2025-12-10,2025,Q4,12,North,IT,Subscription,125644.7,90612.3,60,53
562,2025-07-05,2025,Q3,7,East,Finance,Subscription,57464.89,33134.28,65,137
563,2025-11-13,2025,Q4,11,West,Sales,Software,60055.42,42143.44,569,39
564,2025-06-03,2025,Q2,6,West,Sales,Hardware,113467.74,94807.46,216,121
565,2025-06-17,2025,Q2,6,South,Sales,Software,47262.16,30400.97,381,26
566,2025-12-28,2025,Q4,12,South,Marketing,Subscription,33561.69,17568.89,353,149
567,2024-03-21,2024,Q1,3,South,Operations,Software,106818.43,62285.07,466,78
568,2024-02-28,2024,Q1,2,South,Operations,Software,146399.26,81813.43,479,132
569,2025-09-14,2025,Q3,9,North,IT,Subscription,71386.28,50199.6,497,121
570,2025-02-06,2025,Q1,2,North,Operations,Services,145854.38,100602.46,222,17
571,2024-01-03,2024,Q1,1,East,Sales,Hardware,191496.71,141096.41,315,89
572,2024-02-06,2024,Q1,2,West,Operations,Hardware,156057.65,111232.99,596,148
573,2025-12-25,2025,Q4,12,East,Sales,Software,174859.84,102959.82,398,22
574,2025-09-17,2025,Q3,9,North,Finance,Subscription,51236.43,38360.02,291,89
575,2025-09-16,2025,Q3,9,South,Operations,Software,46313.94,35373.81,551,27
576,2025-07-24,2025,Q3,7,East,Finance,Services,205785.55,146960.66,518,138
577,2025-08-01,2025,Q3,8,South,IT,Hardware,163174.48,142138.16,11,35
578,2025-11-07,2025,Q4,11,North,Operations,Subscription,105738.02,62758.76,583,168
579,2024-11-11,2024,Q4,11,South,Finance,Services,179088.12,104290.57,528,145
580,2024-02-07,2024,Q1,2,East,Finance,Subscription,166257.35,118853.58,39,49
581,2025-06-11,2025,Q2,6,West,Marketing,Software,150902.18,99149.23,481,142
582,2025-07-01,2025,Q3,7,North,IT,Services,135163.81,100240.86,578,142
583,2024-10-13,2024,Q4,10,East,Finance,Software,214074.59,122150.49,41,91
584,2024-10-09,2024,Q4,10,West,Operations,Software,193595.77,149680.95,332,13
585,2025-02-10,2025,Q1,2,West,Operations,Services,113121.73,97150.36,231,139
586,2024-02-17,2024,Q1,2,East,Sales,Hardware,203104.0,130153.69,35,128
587,2024-04-22,2024,Q2,4,East,Marketing,Services,176228.98,90161.72,110,137
588,2024-04-02,2024,Q2,4,North,Marketing,Subscription,164167.09,110748.48,14,84
589,2024-06-19,2024,Q2,6,West,Sales,Software,126512.65,92779.73,329,10
590,2025-11-22,2025,Q4,11,South,Finance,Hardware,62546.4,35586.36,336,117
591,2024-05-04,2024,Q2,5,South,Operations,Services,47319.78,40792.88,583,136
592,2024-09-08,2024,Q3,9,East,IT,Services,77855.16,66613.61,300,151
593,2024-02-22,2024,Q1,2,East,IT,Services,130412.53,61530.23,39,125
594,2024-02-12,2024,Q1,2,West,Sales,Software,108160.82,56996.72,466,162
595,2025-06-05,2025,Q2,6,South,IT,Software,214867.97,166516.12,486,150
596,2024-12-08,2024,Q4,12,West,Sales,Subscription,85526.38,62186.23,486,125
597,2024-03-15,2024,Q1,3,East,Finance,Subscription,60753.85,51301.99,348,88
598,2025-01-25,2025,Q1,1,North,Marketing,Software,93530.96,60639.29,184,77
599,2025-10-18,2025,Q4,10,South,IT,Software,104108.77,78824.65,119,88
600,2024-05-13,2024,Q2,5,West,Marketing,Subscription,71522.18,39679.59,172,128
601,2024-06-23,2024,Q2,6,South,IT,Subscription,177941.23,113384.52,360,144
602,2024-03-04,2024,Q1,3,North,IT,Subscription,47292.96,33403.61,343,147
603,2025-03-16,2025,Q1,3,East,Marketing,Software,141660.54,105504.34,398,88
604,2024-02-10,2024,Q1,2,South,Operations,Software,172630.15,126741.43,473,141
605,2025-10-10,2025,Q4,10,West,Operations,Hardware,157895.77,92548.56,593,178
606,2025-12-02,2025,Q4,12,East,Sales,Software,144240.7,96566.59,140,80
607,2025-09-14,2025,Q3,9,North,Sales,Services,46391.17,26505.59,41,65
608,2025-11-05,2025,Q4,11,East,Marketing,Subscription,99405.18,68033.01,187,126
609,2024-09-01,2024,Q3,9,West,Finance,Subscription,55082.12,48412.01,138,39
610,2024-11-05,2024,Q4,11,North,Operations,Subscription,153295.71,133250.65,149,26
611,2025-08-12,2025,Q3,8,West,IT,Hardware,113606.9,71842.01,470,103
612,2024-03-09,2024,Q1,3,West,IT,Software,137698.01,112103.48,252,133
613,2025-09-16,2025,Q3,9,East,Sales,Software,135789.17,102262.76,125,153
614,2024-03-21,2024,Q1,3,East,Marketing,Software,127054.57,90504.83,261,125
615,2024-11-15,2024,Q4,11,East,IT,Software,201199.13,136828.35,21,125
616,2025-10-02,2025,Q4,10,East,Marketing,Services,212313.35,168414.59,306,47
617,2025-12-01,2025,Q4,12,East,Sales,Subscription,137737.51,95910.73,308,164
618,2025-08-09,2025,Q3,8,North,Operations,Software,191031.82,108787.84,145,162
619,2025-05-26,2025,Q2,5,North,Sales,Hardware,202475.64,155451.87,467,99
620,2024-05-05,2024,Q2,5,South,Marketing,Hardware,180877.54,148440.08,361,26
621,2024-08-19,2024,Q3,8,West,Marketing,Hardware,153830.12,117246.18,181,58
622,2025-01-24,2025,Q1,1,East,Sales,Software,57682.08,35847.12,318,126
623,2024-07-26,2024,Q3,7,West,Marketing,Services,53304.22,43934.37,22,78
624,2025-07-20,2025,Q3,7,East,IT,Software,43986.04,29842.6,372,115
625,2025-06-24,2025,Q2,6,East,Finance,Software,74792.06,52443.9,482,177
626,2024-12-01,2024,Q4,12,South,IT,Services,157155.04,137837.92,330,145
627,2024-02-24,2024,Q1,2,North,Marketing,Software,127426.53,94902.8,369,61
628,2025-05-21,2025,Q2,5,South,Sales,Software,145782.46,69167.83,232,158
629,2024-12-04,2024,Q4,12,North,Sales,Hardware,98311.9,76531.77,589,52
630,2024-05-23,2024,Q2,5,East,Marketing,Software,149562.2,126643.14,293,114
631,2025-05-09,2025,Q2,5,South,Sales,Services,176535.66,108499.45,350,20
632,2025-03-21,2025,Q1,3,West,Sales,Subscription,215987.29,115831.33,412,50
633,2025-02-04,2025,Q1,2,South,IT,Subscription,67585.37,49109.92,462,71
634,2024-02-21,2024,Q1,2,North,IT,Services,176561.25,80877.21,519,43
635,2024-01-17,2024,Q1,1,West,Finance,Hardware,161510.76,135505.19,598,5
636,2025-08-19,2025,Q3,8,West,Marketing,Software,130325.1,58831.64,503,36
637,2025-06-18,2025,Q2,6,East,Marketing,Software,148293.14,127872.33,102,98
638,2025-02-07,2025,Q1,2,West,Finance,Hardware,59440.57,27753.54,403,174
639,2025-12-05,2025,Q4,12,West,Sales,Services,119868.19,99567.56,458,53
640,2024-04-10,2024,Q2,4,North,IT,Hardware,120400.35,57441.42,563,169
641,2025-09-04,2025,Q3,9,West,Sales,Software,91160.6,54260.52,53,108
642,2024-11-24,2024,Q4,11,West,IT,Hardware,169505.04,93258.93,83,14
643,2024-08-21,2024,Q3,8,North,Marketing,Software,72323.1,52721.96,24,49
644,2024-05-16,2024,Q2,5,North,Marketing,Hardware,187893.67,89719.56,118,34
645,2024-02-04,2024,Q1,2,South,Marketing,Services,183246.6,159853.87,421,88
646,2024-06-06,2024,Q2,6,South,Sales,Hardware,90423.23,45385.28,154,111
647,2025-09-20,2025,Q3,9,South,Marketing,Hardware,205506.73,96074.5,112,166
648,2025-03-19,2025,Q1,3,North,Marketing,Software,26238.17,13831.39,101,171
649,2025-07-08,2025,Q3,7,West,Operations,Hardware,52902.13,29969.5,471,110
650,2024-10-27,2024,Q4,10,North,IT,Hardware,164853.76,117570.64,100,165
651,2025-06-12,2025,Q2,6,West,Sales,Hardware,62421.06,54570.96,107,163
652,2024-08-06,2024,Q3,8,South,Finance,Software,62775.2,49752.08,495,132
653,2024-11-26,2024,Q4,11,North,Sales,Services,80587.58,51326.94,352,162
654,2025-01-03,2025,Q1,1,North,Sales,Hardware,55818.89,25816.13,537,34
655,2024-12-25,2024,Q4,12,West,IT,Services,106717.92,82305.91,343,63
656,2024-06-03,2024,Q2,6,South,Sales,Hardware,168860.83,139149.95,394,61
657,2025-10-13,2025,Q4,10,West,Sales,Subscription,53263.55,45220.3,475,50
658,2025-03-23,2025,Q1,3,West,Operations,Services,215233.4,115569.72,140,13
659,2024-05-10,2024,Q2,5,South,Sales,Subscription,114422.89,59913.72,361,61
660,2024-11-19,2024,Q4,11,South,IT,Hardware,41862.49,34264.39,510,60
661,2025-08-19,2025,Q3,8,East,Sales,Subscription,168554.88,93726.85,345,116
662,2024-10-02,2024,Q4,10,South,IT,Software,106465.51,49934.07,491,134
663,2025-09-23,2025,Q3,9,West,Marketing,Software,113226.07,62661.57,581,8
